Open,High,Low,Close,Volume,Dividends,Stock Splits
235.0,235.0,235.0,235.0,3768934,0.0,0.0
234.97999572753906,235.35000610351562,234.52000427246094,235.15499877929688,292500,0.0,0.0
235.15499877929688,235.60000610351562,234.72000122070312,235.04200744628906,308834,0.0,0.0
235.00999450683594,235.47000122070312,234.94000244140625,235.375,206882,0.0,0.0
235.36000061035156,235.4199981689453,234.875,235.0,309659,0.0,0.0
234.99000549316406,235.75999450683594,234.9405059814453,235.50999450683594,173221,0.0,0.0
235.44000244140625,235.58990478515625,234.97000122070312,235.07229614257812,182681,0.0,0.0
235.10000610351562,235.64999389648438,235.0872039794922,235.39999389648438,173761,0.0,0.0
235.4199981689453,235.52000427246094,234.99949645996094,235.00999450683594,201446,0.0,0.0
235.05999755859375,235.75,235.00999450683594,235.30999755859375,166886,0.0,0.0
235.3300018310547,235.7100067138672,235.22000122070312,235.68850708007812,136164,0.0,0.0
235.61000061035156,235.99000549316406,235.55999755859375,235.72000122070312,296487,0.0,0.0
235.70899963378906,235.94000244140625,235.47000122070312,235.7039031982422,172956,0.0,0.0
235.68499755859375,235.97000122070312,235.5,235.85000610351562,132433,0.0,0.0
235.86500549316406,236.1699981689453,235.7100067138672,235.79820251464844,202440,0.0,0.0
235.74000549316406,236.2899932861328,235.61000061035156,236.0998992919922,171373,0.0,0.0
236.125,236.19000244140625,235.6699981689453,235.81649780273438,145067,0.0,0.0
235.82000732421875,235.83990478515625,235.3300018310547,235.52999877929688,149253,0.0,0.0
235.49000549316406,235.49000549316406,235.0800018310547,235.0800018310547,110273,0.0,0.0
235.0800018310547,235.44000244140625,234.97999572753906,235.4199981689453,188991,0.0,0.0
235.43960571289062,235.4600067138672,235.1300048828125,235.18499755859375,117010,0.0,0.0
235.18499755859375,235.86000061035156,235.13999938964844,235.84039306640625,145584,0.0,0.0
235.83999633789062,235.99000549316406,235.77000427246094,235.80999755859375,133998,0.0,0.0
235.80999755859375,236.14999389648438,235.80999755859375,235.97999572753906,134407,0.0,0.0
235.9499969482422,235.99000549316406,235.67999267578125,235.6999969482422,86250,0.0,0.0
235.7259979248047,235.8800048828125,235.4571990966797,235.50999450683594,95833,0.0,0.0
235.44000244140625,236.03439331054688,235.44000244140625,235.77999877929688,86542,0.0,0.0
235.77999877929688,235.8699951171875,235.5500030517578,235.7949981689453,64922,0.0,0.0
235.80999755859375,235.85000610351562,235.66009521484375,235.75999450683594,74101,0.0,0.0
235.71499633789062,235.89999389648438,235.66000366210938,235.77000427246094,68603,0.0,0.0
235.80499267578125,235.88999938964844,235.52000427246094,235.81500244140625,105528,0.0,0.0
235.82000732421875,236.17990112304688,235.8000030517578,235.99949645996094,116327,0.0,0.0
235.98959350585938,236.16000366210938,235.92999267578125,235.9499969482422,90277,0.0,0.0
235.97000122070312,235.99000549316406,235.74000549316406,235.9149932861328,115236,0.0,0.0
235.9149932861328,236.05999755859375,235.8000030517578,235.84739685058594,134893,0.0,0.0
235.85000610351562,236.24000549316406,235.77000427246094,236.1699981689453,124693,0.0,0.0
236.19500732421875,236.5399932861328,236.19500732421875,236.43499755859375,155268,0.0,0.0
236.4499969482422,236.49000549316406,236.14999389648438,236.44000244140625,106563,0.0,0.0
236.38999938964844,236.64999389648438,236.33099365234375,236.51499938964844,128409,0.0,0.0
236.55999755859375,236.5800018310547,236.18499755859375,236.44000244140625,142356,0.0,0.0
236.41000366210938,236.52999877929688,236.32000732421875,236.48500061035156,76186,0.0,0.0
236.47999572753906,236.74000549316406,236.3179931640625,236.58999633789062,119323,0.0,0.0
236.5850067138672,236.5850067138672,236.26010131835938,236.38499450683594,111443,0.0,0.0
236.3997039794922,236.6999969482422,236.37559509277344,236.67999267578125,94513,0.0,0.0
236.6699981689453,236.8699951171875,236.49009704589844,236.5500030517578,128055,0.0,0.0
236.55999755859375,236.63999938964844,236.38150024414062,236.61000061035156,83572,0.0,0.0
236.55999755859375,236.55999755859375,236.1699981689453,236.27000427246094,80038,0.0,0.0
236.27999877929688,236.5500030517578,236.1999969482422,236.54989624023438,65222,0.0,0.0
236.52999877929688,236.6699981689453,236.35000610351562,236.59500122070312,108647,0.0,0.0
236.5850067138672,236.72999572753906,236.56500244140625,236.72999572753906,79291,0.0,0.0
236.72999572753906,236.9199981689453,236.6999969482422,236.89999389648438,85715,0.0,0.0
236.91600036621094,237.10000610351562,236.77499389648438,237.06500244140625,155153,0.0,0.0
237.07000732421875,237.11500549316406,236.97000122070312,236.99000549316406,93671,0.0,0.0
236.9759979248047,237.1300048828125,236.9499969482422,236.97000122070312,84841,0.0,0.0
236.97999572753906,237.1300048828125,236.86000061035156,236.94000244140625,75011,0.0,0.0
236.9499969482422,237.0,236.58999633789062,236.6999969482422,92739,0.0,0.0
236.70399475097656,236.70399475097656,236.42010498046875,236.65499877929688,151476,0.0,0.0
236.63999938964844,236.9499969482422,236.5,236.8800048828125,106698,0.0,0.0
236.83999633789062,236.83999633789062,236.60009765625,236.79299926757812,54388,0.0,0.0
236.7843017578125,236.8350067138672,236.69540405273438,236.8300018310547,48087,0.0,0.0
236.80999755859375,237.07000732421875,236.7100067138672,237.0625,91989,0.0,0.0
237.05999755859375,237.0800018310547,236.79840087890625,236.81939697265625,65649,0.0,0.0
236.82989501953125,237.08999633789062,236.77999877929688,236.9949951171875,70347,0.0,0.0
236.9904022216797,237.08999633789062,236.89999389648438,237.0850067138672,60856,0.0,0.0
237.08120727539062,237.10060119628906,236.94500732421875,236.95689392089844,88461,0.0,0.0
236.92999267578125,237.04449462890625,236.86000061035156,236.97000122070312,76579,0.0,0.0
236.99000549316406,237.25,236.97000122070312,237.13499450683594,116862,0.0,0.0
237.14370727539062,237.3800048828125,237.0850067138672,237.32000732421875,146543,0.0,0.0
237.33999633789062,237.5050048828125,237.2899932861328,237.4600067138672,142756,0.0,0.0
237.4600067138672,237.60000610351562,237.38999938964844,237.4949951171875,95521,0.0,0.0
237.4949951171875,237.7899932861328,237.4199981689453,237.77569580078125,140322,0.0,0.0
237.7899932861328,237.9550018310547,237.77000427246094,237.94000244140625,111919,0.0,0.0
237.9499969482422,237.9550018310547,237.6300048828125,237.69000244140625,141260,0.0,0.0
237.69000244140625,237.7799072265625,237.39999389648438,237.39999389648438,110240,0.0,0.0
237.41000366210938,237.6199951171875,237.36000061035156,237.5800018310547,95841,0.0,0.0
237.57029724121094,237.89999389648438,237.5,237.86500549316406,121951,0.0,0.0
237.86180114746094,237.875,237.3300018310547,237.33380126953125,92336,0.0,0.0
237.30999755859375,237.52999877929688,237.3000030517578,237.5175018310547,123445,0.0,0.0
237.5207977294922,237.77999877929688,237.4949951171875,237.75999450683594,60829,0.0,0.0
237.7899932861328,238.0,237.77999877929688,237.89959716796875,141810,0.0,0.0
237.9001007080078,238.0,237.7449951171875,237.75,55512,0.0,0.0
237.75999450683594,237.7899932861328,237.59939575195312,237.74989318847656,63464,0.0,0.0
237.75,237.75999450683594,237.4499969482422,237.4499969482422,52738,0.0,0.0
237.46099853515625,237.82000732421875,237.46099853515625,237.75,59769,0.0,0.0
237.75430297851562,238.0,237.75430297851562,237.9499969482422,90881,0.0,0.0
237.9550018310547,237.9550018310547,237.77999877929688,237.7801055908203,48899,0.0,0.0
237.7982940673828,237.9398956298828,237.66000366210938,237.82000732421875,86640,0.0,0.0
237.77999877929688,237.8000030517578,237.57000732421875,237.75,90353,0.0,0.0
237.75999450683594,237.77499389648438,237.625,237.64999389648438,94898,0.0,0.0
237.66470336914062,237.82000732421875,237.55999755859375,237.78939819335938,60166,0.0,0.0
237.77999877929688,237.88999938964844,237.6199951171875,237.75830078125,66141,0.0,0.0
237.7550048828125,237.9499969482422,237.7550048828125,237.88999938964844,49927,0.0,0.0
237.89039611816406,237.91000366210938,237.5500946044922,237.5800018310547,64859,0.0,0.0
237.55999755859375,237.74000549316406,237.52999877929688,237.72000122070312,58355,0.0,0.0
237.72000122070312,237.74000549316406,237.55499267578125,237.60000610351562,49097,0.0,0.0
237.60000610351562,237.60000610351562,237.45899963378906,237.47000122070312,67522,0.0,0.0
237.47999572753906,237.52000427246094,237.25010681152344,237.2805938720703,81386,0.0,0.0
237.28050231933594,237.30999755859375,237.1699981689453,237.17529296875,98815,0.0,0.0
237.17999267578125,237.1999969482422,237.0749969482422,237.12010192871094,95431,0.0,0.0
237.13999938964844,237.27999877929688,237.1199951171875,237.27000427246094,61943,0.0,0.0
237.27999877929688,237.34500122070312,237.1699981689453,237.2198944091797,83185,0.0,0.0
237.2198944091797,237.30999755859375,237.11000061035156,237.11000061035156,67977,0.0,0.0
237.11599731445312,237.3197021484375,237.0800018310547,237.3000030517578,80494,0.0,0.0
237.29859924316406,237.33799743652344,237.17999267578125,237.2100067138672,52799,0.0,0.0
